Bug ID,Product,Component,Summary
1385640,Firefox for Android,Audio/Video,"Media control notification remains stuck as ""playing"" when page is reloaded"
1401231,Firefox for Android,Audio/Video,Fennec causes phone to get hot/eat battery after viewing page with video
1417087,Firefox for Android,Audio/Video,Cast / Chromecast support doesn't work with MSE
1419669,Firefox for Android,Audio/Video,[Fennec][HLS] Refine switching Exoplayer to play/pause logic in GeckoHlsPlayer
1431032,Firefox for Android,Audio/Video,YouTube links opened from external app in Browser don't play automatically
1431207,Firefox for Android,Audio/Video,Video from web content shows up over top of tab switcher screen
1433554,Firefox for Android,Audio/Video,Fullscreen video forces landscape mode
1434249,Firefox for Android,Audio/Video,twitch.tv videos don't play if Media autoplay is OFF
1435189,Firefox for Android,Audio/Video,Disabling auto-play does not take effect for Youtube videos
1130996,Firefox for Android,Audio/Video,MP4 broken on Nightly on Alcatel One Touch 8008D
1261014,Firefox for Android,Audio/Video,[gUM][fennec] Support android.hardware.camera2 interface
1268456,Firefox for Android,Audio/Video,Investigate shipping the VP9 benchmark sample as downloadable content
1347647,Firefox for Android,Audio/Video,Media control notification is displayed when no-audio media is playing
1349503,Firefox for Android,Audio/Video,Request UX spec for audio competing and media control
1377891,Firefox for Android,Audio/Video,[Fennec][HLS] twitch.tv does not play when media.mediasource.enabled is set to false.
1379450,Firefox for Android,Audio/Video,Intermittent mobile/android/tests/browser/chrome/test_media_playback.html | application timed out after 330 seconds with no output
1392945,Firefox for Android,Audio/Video,Intermittent dom/media/test/test_mediarecorder_playback_can_repeat.html | Test timed out.
1392946,Firefox for Android,Audio/Video,Intermittent dom/media/test/test_webvtt_positionalign.html | application timed out after 330 seconds with no output
1392949,Firefox for Android,Audio/Video,"Intermittent dom/media/test/test_load.html | Test gizmo-short.mp4 1 - events received in order - got ""source_error"", expected ""loadeddata"""
1392952,Firefox for Android,Audio/Video,Intermittent dom/media/mediasource/test/test_TruncatedDuration.html | application crashed [@ mozalloc_abort]
1393867,Firefox for Android,Audio/Video,Intermittent dom/media/test/test_bug895091.html | Test timed out.
1395149,Firefox for Android,Audio/Video,Intermittent autophone-mochitest-dom-media-tests-identity | Test exited with return code 2
1395150,Firefox for Android,Audio/Video,Intermittent autophone-mochitest-dom-media-mediasource | Test exited with return code 2
1395626,Firefox for Android,Audio/Video,Intermittent dom/media/test/test_invalid_reject.html | application timed out after 330 seconds with no output
1415061,Firefox for Android,Audio/Video,Intermittent dom/media/test/test_play_promise_13.html | Test timed out!
1419011,Firefox for Android,Audio/Video,"Intermittent dom/media/tests/mochitest/test_peerConnection_basicVideoVerifyRtpHeaderExtensions.html | number of received ids match sdp ids - got 3, expected 2"
1438856,Firefox for Android,Audio/Video,Intermittent PROCESS-CRASH | remoteautomation.py | application crashed [@ 0x0]
1441116,Firefox for Android,Audio/Video,Intermittent PROCESS-CRASH | remoteautomation.py | application crashed [@ libdvm.so + 0x81f52]
1441224,Firefox for Android,Audio/Video,Intermittent PROCESS-CRASH | remoteautomation.py | application crashed [@ libdvm.so + 0x66c58]
1295064,Firefox for Android,Audio/Video,Disable autoplay medias on the mobile devices by default
1106392,Firefox for Android,Audio/Video,long delay between loading and playing html5 audio
1363547,Firefox for Android,Audio/Video,Video corruption with LG D605 Optimus L9II
1382637,Firefox for Android,Audio/Video,Audio/video does not stop recording once firefox is closed
1250872,Firefox for Android,Audio/Video,No way to grant persistent camera permission
1158159,Firefox for Android,Audio/Video,H.264/MP4 broken in Nightly arm Android since 2015-02-05
1400185,Firefox for Android,Audio/Video,Media control notification cannot be dismissed
1418680,Firefox for Android,Audio/Video,Firefox for Android video player lacks the ability to zoom in
1421775,Firefox for Android,Audio/Video,Intermittent dom/media/tests/mochitest/test_peerConnection_transceivers.html | Test timed out.
1392747,Firefox for Android,Audio/Video,Intermittent dom/media/test/test_seek_nosrc.html | Test timed out.
949929,Firefox for Android,Awesomescreen,Display search engine as tab in awesome screen when there is non-URL text in the URL bar
1097284,Firefox for Android,Awesomescreen,"Disabling ""browser.urlbar.autoFill"" Has no Effect"
1147410,Firefox for Android,Awesomescreen,[Accessibility] Fennec crash while typing in address bar when accessibility enabled
1150803,Firefox for Android,Awesomescreen,Tapping on URL ruins browsing by rendering homescreen
1150985,Firefox for Android,Awesomescreen,Reading List - some items not deleted intermittently
1364379,Firefox for Android,Awesomescreen,"Proposal: Always have one blank ""new tab"" open"
1378026,Firefox for Android,Awesomescreen,cannot search history
1412465,Firefox for Android,Awesomescreen,Firefox for Android needs a 'clear URL' button
1415629,Firefox for Android,Awesomescreen,Fennec Bookmark Management - don't have right arrows > beside bookmark folders
1426995,Firefox for Android,Awesomescreen,[parity-chrome] display link from clipboard when address bar is focused
1296949,Firefox for Android,Awesomescreen,Clicking Tab icon shows blank gray page
972448,Firefox for Android,Awesomescreen,Add support for StaggeredGridView layout in dynamic panels
1356418,Firefox for Android,Awesomescreen,Crash in java.lang.NullPointerException: Attempt to invoke virtual method ''void android.widget.Editor$SelectionStartHandleView.showAtLocation(int)'' on a null object reference at android.widget.Editor$SelectionModifierCursorController.onTouchEvent(Edi...
1213085,Firefox for Android,Awesomescreen,Prioritize suggested sites over minimally (once?) visited sites in top sites
1269913,Firefox for Android,Awesomescreen,Add infinite scroll for history
1227021,Firefox for Android,Awesomescreen,"Show remote device name in ""Switch to tab"" slot in TwoLinePageRow"
1172765,Firefox for Android,Awesomescreen,Add option that Topsite panel can show items per hostname instead of url
738066,Firefox for Android,Awesomescreen,StrictModeDiskReadViolation from AwesomeBar.openUserEnteredAndFinish()
767551,Firefox for Android,Awesomescreen,Don't display search engine awesomebar results for text that beings with http://
769804,Firefox for Android,Awesomescreen,Awesome bar entries switch location as search suggestions come in
780865,Firefox for Android,Awesomescreen,Generalize code for startup open folder in awesomescreen's bookmarks tab
790277,Firefox for Android,Awesomescreen,Speculatively run the awesome screen top sites query
820107,Firefox for Android,Awesomescreen,Search suggestions animation glitchy for custom search engines
820950,Firefox for Android,Awesomescreen,Very slow page load performance in the last two weeks
823593,Firefox for Android,Awesomescreen,Investigate getting search suggestions from wikipedia
824388,Firefox for Android,Awesomescreen,Feature Request: Search suggestions from other data providers
826387,Firefox for Android,Awesomescreen,Edited URLs on the homescreen don't get thumbnail images
827072,Firefox for Android,Awesomescreen,Search engine should show up in the upper part of suggestion list
839365,Firefox for Android,Awesomescreen,Add UI to clear all Top Sites and all Bookmarks
844171,Firefox for Android,Awesomescreen,AwesomeBar activity restarts if keyboard is hidden
857485,Firefox for Android,Awesomescreen,Empty Awesomescreen results until closing the app and reopening it
864671,Firefox for Android,Awesomescreen,Search suggestions are not displayed when pasting text directly in the URL bar
870477,Firefox for Android,Awesomescreen,StrictMode policy violation in AwesomeBar cursor handling
887692,Firefox for Android,Awesomescreen,Arrow icon is not replaced by the magnifier icon after performing consecutive search
898855,Firefox for Android,Awesomescreen,subdomain not showing on http sites
899155,Firefox for Android,Awesomescreen,[fig] Write tests for context menu on new about:home
906719,Firefox for Android,Awesomescreen,Add testInputLongURL robocop test
909536,Firefox for Android,Awesomescreen,Support suggestions from multiple providers
910015,Firefox for Android,Awesomescreen,Long press on search engine suggestion should not refocus next suggestion after pasting
912343,Firefox for Android,Awesomescreen,Extend testBookmarkKeyword to check for search term
913459,Firefox for Android,Awesomescreen,"""Edit"" context menu for bookmarks is confusing"
914449,Firefox for Android,Awesomescreen,Refactor BrowserSearch item click listeners to use interfaces
914452,Firefox for Android,Awesomescreen,Write a robocop test for clicking/long-clicking on BrowserSearch list items
914470,Firefox for Android,Awesomescreen,Attempt to retrieve bag <address> which is invalid or in a cycle.
917452,Firefox for Android,Awesomescreen,Top Sites: Revisit User Control for Displaying Thumbnails
918799,Firefox for Android,Awesomescreen,[TABLET] Pinned bookmarks are truncated
